"Title","Abstract","Keywords","Authors","Journal","DOI","URL"
"A410","A 3D spatial data model of the solar rights associated with individual residential properties","Increased residence in high-rise buildings has aroused demand for sunlight or sunlight duration because a lack of sunlight may lead to negative effects on the mental health of the residents of high-rise buildings. To address this issue, many countries have already enacted laws, regulations and standards that ensure solar rights for residents by guaranteeing a certain duration of sunlight. However, feasible methods that clearly describe the temporal-spatial properties of solar rights for residential buildings are presently lacking, especially for individual housing units distributed in high-rise buildings. Consequently, no relevant data model exists in any current cadastral database. This study presents a 3D data model that incorporates a range of data elements to represent the temporal-spatial extent of solar rights in the context of the current legal system of China. Using existing legal stipulations and spatial features, solar rights are classified into solar easements and neighbouring solar rights, which are separately described by geometric elements developed from the relevant legal stipulations. In addition, the geometric elements of the model are systematically integrated with existing property elements to enable the description of solar rights associated with individual residential properties. To enable the use of this model in a wide range of applications, the model is extended from the Land Administration Domain Model (LADM) and implemented using CityGML application domain extensions (ADEs). The experiments described in this study demonstrate the utility of the 3D data model for the spatial clarification of the solar rights associated with individual 3D properties.","Solar rights,Property,Cadastre,3D model,CityGML,LADM","LinLiabc,YuanLeid,LeiTanga,FenYana,FengLuoae,HaihongZhuac","Computers, Environment and Urban Systems","https://doi.org/10.1016/j.compenvurbsys.2018.12.003","https://www.sciencedirect.com/science/article/pii/S0198971517305185"
"A411","Parametric design for human body modeling by wireframe-assisted deep learning","Statistical learning of human body shape can be used for reconstructing or estimating body shapes from incomplete data, semantic parametric design, modifying images and videos, or simulation. A digital human body is normally represented in a high-dimensional space, and the number of vertices in a mesh is far larger than the number of human bodies in public available databases, which results in a model learned by Principle Component Analysis (PCA) can hardly reflect the true variety in human body shapes. While deep learning has been most successful on data with an underlying Euclidean or grid-like structure, the geometric nature of human body is non-Euclidean, it will be very challenging to perform deep learning techniques directly on such non-Euclidean domain. This paper presents a deep neural network (DNN) based hierarchical method for statistical learning of human body by using feature wireframe as one of the layers to separate the whole problem into smaller and more solvable sub-problems. The feature wireframe is a collection of feature curves which are semantically defined on the mesh of human body, and it is consistent to all human bodies. A set of patches can then be generated by clustering the whole mesh surface to separated ones that interpolate the feature wireframe. Since the surface is separated into patches, PCA only needs to be conducted on each patch but not on the whole surface. The spatial relationships between the semantic parameter, the wireframe and the patches are learned by DNN and linear regression respectively. An application of semantic parametric design is used to demonstrate the capability of the method, where the semantic parameters are linked to the feature wireframe instead of the mesh directly. Under this hierarchy, the feature wireframe acts like an agent between semantic parameters and the mesh, and also contains semantic meaning by itself. The proposed method of learning human body statistically with the help of feature wireframe is scalable and has a better quality.","Feature,Wireframe,Human body,Deep learning,Parametric design","JidaHuanga,Tsz-HoKwokb,ChiZhoua","Computer-Aided Design","https://doi.org/10.1016/j.cad.2018.10.004","https://www.sciencedirect.com/science/article/pii/S0010448518302707"
"A412","Modeling head-related transfer functions with spherical wavelets","The head-related transfer function (HRTF) describes the sound transmission characteristics from a sound source to a listener’s ears. Recently, spherical harmonic decomposition has been extensively used for modeling the HRTF spatial patterns. Despite its advantage of approximating the coarse structure of HRTF spatial variations with modeling up to a low order, there are still some limitations since spherical harmonics take significant values in all directions. First, rapidly changing HRTF spatial variations in some local regions may require modeling up to a rather high order; this is not wise in terms of the modeling efficiency. Second, the expansion coefficients of the spherical harmonics describe the spatial frequency of the target dataset in all directions, and thus have difficulties in revealing the direction dependent HRTF characteristics. In this study, a method for locally modeling HRTF spatial patterns is proposed based on spherical wavelets, which take significant values only over a local region on the sphere. Results of numerical experiments show that our proposed method yields smaller approximation errors than the conventional method when representing HRTFs inside the local regions under evaluation. Furthermore, the expansion coefficients in the proposed method could well correspond to the HRTF local features on the sphere, which makes it a useful tool for the analysis and visualization of HRTF spatial patterns.","Spherical acoustics,Head-related transfer function,Spherical wavelets,Spherical harmonics,Binaural audio,Auditory display","ShichaoHu,JorgeTrevino,CésarSalvador,ShuichiSakamoto,YôitiSuzuki","Applied Acoustics","https://doi.org/10.1016/j.apacoust.2018.10.026","https://www.sciencedirect.com/science/article/pii/S0003682X18301397"
"A413","Effect of material parameter variability on vibroacoustic response in wood floors","The use of wood as construction material in multi-story buildings increased in Europe during the last decades. Wood buildings are more sensitive to dynamic loading compared to conventional concrete buildings, especially in terms of vibroacoustic comfort. Furthermore, it is more difficult to predict the accurate response due to dynamic loading for wood buildings. This is due to factors such as a complex structure involving many connections which vary in their mechanical behavior and the variability in the material parameters of wood. In the study, a reduced-order finite element model correlated to measurement data is used to examine the effect of experimentally obtained variability in material parameters on the vibroacoustic response of a wooden floor. The floor is subjected to surface loading. Monte Carlo simulations are conducted and in order to execute the probabilistic analysis in an efficient manner, the use of various sampling techniques is investigated. It was concluded that the variability in material parameters of wood significantly affects the predicted low-frequency vibrations, and thereby also affects the transmission of structure-borne sound.","Floor vibrations,Structure-borne sound,Wood buildings,Monte Carlo simulations,Finite element method,Probabilistic analysis","PeterPerssona,OlaFlodénb","Applied Acoustics","https://doi.org/10.1016/j.apacoust.2018.10.034","https://www.sciencedirect.com/science/article/pii/S0003682X18306297"
"A414","An efficient linear second order unconditionally stable direct discretization method for the phase-field crystal equation on surfaces","We develop an unconditionally stable direct discretization scheme for solving the phase-field crystal equation on surfaces. The surface is discretized by using an unstructured triangular mesh. Gradient, divergence, and Laplacian operators are defined on triangular meshes. The proposed numerical method is second-order accurate in space and time. At each time step, the proposed computational scheme results in linear elliptic equations to be solved, thus it is easy to implement the algorithm. It is proved that the proposed scheme satisfies a discrete energy-dissipation law. Therefore, it is unconditionally stable. A fast and efficient biconjugate gradients stabilized solver is used to solve the resulting discrete system. Numerical experiments are conducted to demonstrate the performance of the proposed algorithm.","Unconditionally stable,Phase-field crystal equation,Triangular surface mesh,Laplace–Beltrami operator","YibaoLia,ChaojunLuoa,BinhuXiaa,JunseokKimb","Applied Mathematical Modelling","https://doi.org/10.1016/j.apm.2018.11.012","https://www.sciencedirect.com/science/article/pii/S0307904X18305419"
"A415","Comparative study of ß-thymosin in two scallop species Argopecten irradians and Chlamys farreri","The ß-thymosin (Tß) proteins participate in numerous biological processes, such as cell proliferation and differentiation, anti-inflammatory and antimicrobial mechanism. To date, Tß proteins have been well studied in vertebrates, especially mammals. While limited Tß or Tß-like proteins have been reported in invertebrates. Moreover, rare information of Tß or Tß-like proteins is available in scallop species yet. In the present study, two Tß homologues, AiTß and CfTß, were identified and characterized from two scallop species bay scallop Argopecten irradians and Zhikong scallop Chlamys farreri. They were both 41 amino acid peptide and contained one THY domain, a highly conserved actin-binding motif and two conserved helix forming regions. Tissue distribution and expression profiles of their mRNA transcripts were roughly similar yet different in detail, while their recombinant proteins exhibited different immunomodulation activity on the downstream immune parameters. These results collectively indicated that the function of Tß family in scallop were functionally differentiated.","ß-thymosin,Innate immunity,Immunomodulation","MengqiangWangac,BaojieWanga,MeiLiua,KeyongJianga,LeiWangabd","Fish & Shellfish Immunology","https://doi.org/10.1016/j.fsi.2018.11.050","https://www.sciencedirect.com/science/article/pii/S1050464818307691"
"A416","NTP-ERSN: A new package for solving the multigroup neutron transport equation in a slab geometry","The package, called NTP-ERSN (N eutron T ransport P ackage from the R adiations and N uclear S ystems G roup), is an open-source code written in FORTRAN90 for a pedagogical purpose to solve the steady-state multigroup neutron transport equation. This package is based on three classical methods, namely the collision probability (CP) method, the discrete ordinates (SN) method and the method of characteristics (MOC). These methods are employed to obtain scalar and angular flux distributions in homogeneous and heterogeneous slab geometry with isotropic and anisotropic scattering. The source code algorithms are very simple to be comprehensive by engineering students. In addition, NTP-ERSN is a simple framework to add and test new algorithms. On the other hand, a graphical user interface written in Python programing language has been developed to simplify the use of NTP-ERSN. Numerical results are given to illustrate the NTP-ERSN code's accuracy. Finally, the present software can be useful as an academic tool for teaching reactor physics. It is freely available for download on GitHub (https://github.com/mohamedlahdour/NTP-ERSN).","Package,NTP-ERSN,Neutron transport equation,FORTRAN90,GUI,Python,CP,SN,MOC,Eigenvalue calculation","M.Lahdoura,T.El Bardounia,E.Chakirb,K.Benaaliloua,M.Mohammeda,H.Bougueniza,H.El Yaakoubia","Applied Radiation and Isotopes","https://doi.org/10.1016/j.apradiso.2018.12.004","https://www.sciencedirect.com/science/article/pii/S0969804318306687"
"A417","Impact of random weights on nonlinear system identification using convolutional neural networks","Randomized algorithms have been successfully applied in modeling dynamic system. How do random weights affect system identification and why do they sometimes work well? In this paper, we use the convolutional neural network (CNN) as an identification model to answer these questions.Since the convolution operation is an important property of the dynamic system and in the frequency domain it becomes the product, the CNN model is analyzed in the frequency domain. We first modify the CNN model, so that it can model both the input and the output series. Then we analyze the impact of the random weights of CNN in the frequency domain. We prove the existence of optimal weights and analyze the modeling accuracy under optimal weights and random weights. Through theoretical analysis, we propose a two-step training method and compare it with the random weight algorithm. The proposed CNN model with random weights is validated with three benchmark problems.","Convolutional neural network,Random algorithms,Frequency domain,Deep learning","WenYu,MarioPacheco","Information Sciences","https://doi.org/10.1016/j.ins.2018.10.019","https://www.sciencedirect.com/science/article/pii/S0020025518308168"
"A418","State of the art of cyber-physical systems security: An automatic control perspective","Cyber-physical systems are integrations of computation, networking, and physical processes. Due to the tight cyber-physical coupling and to the potentially disrupting consequences of failures, security here is one of the primary concerns. Our systematic mapping study sheds light on how security is actually addressed when dealing with cyber-physical systems from an automatic control perspective. The provided map of 138 selected studies is defined empirically and is based on, for instance, application fields, various system components, related algorithms and models, attacks characteristics and defense strategies. It presents a powerful comparison framework for existing and future research on this hot topic, important for both industry and academia.","Cyber-physical systems,Security,Systematic mapping study","YuriyZacchia Luna,AlessandroD’Innocenzob,FrancescoSmarrab,IvanoMalavoltac,Maria DomenicaDi Benedettob","Journal of Systems and Software","https://doi.org/10.1016/j.jss.2018.12.006","https://www.sciencedirect.com/science/article/pii/S0164121218302681"
"A419","Adsorption and Desorption of Pb(II) on l-Lysine Modified Montmorillonite and the simulation of Interlayer Structure","Herein, we reported the adsorption and desorption of Pb(II) on l-lysine modified montmorillonite (L-Mt) with molecular dynamics simulation. l-lysine (Lys) modified montmorillonite (L-Mt) was prepared, characterized by various analytical techniques, and the simulation studies were performed to evaluate the interlayer structure and interaction properties of l-lysine and L-Mt. The results of X-ray powder diffraction (XRD) and Fourier transform infrared (FTIR) spectrum suggested that Lys+ was intercalated into the interlayer of Na-montmorillonite (NaMt) successfully. The batch adsorption experiments were implemented to study the adsorption capacity of Pb(II) on L-Mt in water. The maximum adsorption capacity of Pb(II) on the L-Mt (up to 43.3<U+202F>mmol/100<U+202F>g) were considerably higher than that on NaMt (up to 15.3<U+202F>mmol/100<U+202F>g), at room temperature. The adsorption isotherms of both, L-Mt and NaMt can fit the Langmuir isotherm. The adsorption experiments showed that Pb(II) removal efficiency of L-Mt is better than NaMt in acidic solution. The simulation results revealed the micro-mechanism of Lys+ inserted into the interlayer gallery of NaMt. It can be deduced that lysine interacted with montmorillonite surface mainly through the protonated side-chain amino group rather than through the protonated main-chain amino group or deprotonated carboxyl group. These consequences are expected to elucidate the adsorption mechanisms occurring at the water/clay minerals interface at atom level, providing significant insight into the adsorption and retention of Pb(II) on L-Mt composite, and lead to relevant engineering applications while treating heavy metals of wastewater.","Montmorillonite,l-lysine,Adsorption,Molecular dynamics simulation,Desorption","SidiZhu,MingzhuXia,YutingChu,Muhammad AsimKhan,WuLei,FengyunWang,TahirMuhmood,AlongWang","Applied Clay Science","https://doi.org/10.1016/j.clay.2018.12.017","https://www.sciencedirect.com/science/article/pii/S0169131718305192"
"A420","Evaluating the extension mechanisms of the knowledge discovery metamodel for aspect-oriented modernizations","Crosscutting concerns are an intrinsic problem of legacy systems, hindering their maintenance and evolution. A possible solution is to modernize these systems employing aspect-orientation, which provides suitable abstractions for modularizing these kind of concerns. Architecture-Driven Modernization is a more specific kind of software reengineering focused on employing standard metamodels along the whole process, promoting interoperability and reusability across different tools/vendors. Its main metamodel is the Knowledge Discovery Metamodel (KDM), which is able to represent a significant amount of system details. However, up to this moment, there is no extension of this metamodel for aspect-orientation, preventing software engineers from conducting Aspect-Oriented Modernizations. Therefore, in this paper we present our experience on creating a heavyweight and a lightweight extension of KDM for aspect-orientation. We conducted two evaluations. The first one showed all aspect-oriented concepts were represented in both extensions. The second one was a experiment, in which we have analyzed the productivity of software engineers using both extensions. The results showed that the heavyweight extension propitiate a more productive environment in terms of time and number of errors when compared to the lightweight one.","Aspect-oriented modernization,Knowledge discovery metamodel,Legacy systems,Heavyweight extension,Lightweight extension,OMG","Bruno M.Santosa,André de S.Landib,Daniel S.Santibáñeza,Rafael S.Durellic,Valter V.de Camargoa","Journal of Systems and Software","https://doi.org/10.1016/j.jss.2018.12.011","https://www.sciencedirect.com/science/article/pii/S0164121218302711"
"A421","Evaluation of the molecular variability and characteristics of Paramecium polycaryum and Paramecium nephridiatum, within subgenus Cypriostomum (Ciliophora, Protista)","Although some Paramecium species are suitable research objects in many areas of life sciences, the biodiversity structure of other species is almost unknown. In the current survey, we present a molecular analysis of 60 Cypriostomum strains, which for the first time allows for the study of intra- and interspecific relationships within that subgenus, as well as the assessment of the biogeography patterns of its morphospecies. Analysis of COI mtDNA variation revealed three main clades (separated from each other by approximately 130 nucleotide substitutions), each one with internal sub-clusters (differing by 30 to 70 substitutions – a similar range found between P. aurelia cryptic species and P. bursaria syngens). The first clade is represented exclusively by P. polycaryum; the second one includes only four strains identified as P. calkinsi. The third cluster seems to be paraphyletic, as it includes P. nephridiatum, P. woodruffi, and Eucandidatus P. hungarianum. Some strains, previously identified as P. calkinsi, had COI sequences identical or very similar to P. nephridiatum ones. Morphological reinvestigation of several such strains revealed common morphological features with P. nephridiatum. The paper contains new information concerning speciation within particular species, i.e. existence of cryptic species within P. polycaryum (three) and in P. nephridiatum (six).","Microbial eukaryotes,Paramecium,Morpho-molecular analysis,Cryptic species,COI haplotypes,Biogeography","EwaPrzybosa,MariaRautianb,AlexandraBeliavskaiabc,SebastianTarcza","Molecular Phylogenetics and Evolution","https://doi.org/10.1016/j.ympev.2018.12.003","https://www.sciencedirect.com/science/article/pii/S1055790318300988"
"A422","Overhead reduction scheme for SDN-based Data Center Networks","This paper proposes a framework on controller and switches to reduce overhead of controller-switch communication for SDN-based Data Center Networks (DCN). The proposal focuses on OpenFlow (OF), a well-known, sophisticated protocol for SDN, to reduce the number of control messages, consisting of both PACKET_IN and PACKET_OUT messages handled by the OF controller during rule installation on OF switches’ flow tables. The controller receives the first packet of a flow for forwarding path determination and selectively chooses switches for rule installation. Moreover, to ensure lower loads for the controller to handle, the proposed framework adds an out-of-band controller and avoids a hybrid architecture. Extensive simulation shows significant results on reduced controller workload. The performance provides a mutual trade-off by considerably improving rule matching rate in the presence of slightly enhanced number of flow entries, conserving resources on both OF controller and OF switches for SDN-based DCN operation. As a consequence, network latency is reduced while throughput is enhanced, which offers a great promise in the future deployment of DCN.","OpenFlow,Controller,Switch,Overhead reduction,Data Center Networks","Alif AkbarPranataa,Tae SooJunb,Dong SeongKima","Computer Standards & Interfaces","https://doi.org/10.1016/j.csi.2018.11.001","https://www.sciencedirect.com/science/article/pii/S0920548917304427"
"A423","Distribution of niche spaces over different homogeneous river sections at seasonal resolution","Planktic algae have an essential role in the food web as primary producers; the determination of the ecological niche space occupied by them is thus essential in strategies aimed at sustaining the biodiversity of surface waters. In the present study, principal component analysis combined with the outlying mean index was applied to 14 water quality time series (1993–2005) derived from three previously determined homogeneous sections of the Hungarian part of the River Tisza. As a result, the seasonal distribution of the ecological n-dimensional hypervolumes was determined for the different river sections. In the first upper section, the seasonal niches overlay each other, and no clear separation could be detected. In the middle- and lower reaches, however, a clear separation between the seasons was observed. The identification of these separate niches of the various seasons as the main indicators/drivers of certain ecological communities (e.g. phytoplankton) proved possible.","Combined cluster and discriminant analysis,Homogeneous groups,Hydrochemical seasons,Niche space,Principal component analysis","István GáborHatvania,PéterTanosb,GáborVárbírócd,MiklósAratóef,SándorMolnárb,TamásGaramhegyig,JózsefKovácsg","Ecological Indicators","https://doi.org/10.1016/j.ecolind.2018.11.059","https://www.sciencedirect.com/science/article/pii/S1470160X18309221"
"A424","Storytelling in the digital era: A meta-analysis of relevant moderators of the narrative transportation effect","In the digital era, marketers increasingly use storytelling techniques to narratively transport and persuade their customers. This paper pursues three primary objectives: (1) to integrate three digitally relevant moderators of the narrative transportation effect into the marketing literature, (2) to empirically assess the integrated model with a quantitative meta-analysis of extant research, and (3) to provide directions for marketing managers to enhance the narrative transportation effect in an evolving technological environment. The paper contributes to the field by means of a meta-analysis of 64 articles featuring 138 narrative transportation effect sizes. The research shows that the narrative transportation effect is stronger when the story falls in a commercial (vs. non-commercial) domain, is user (vs. professional) generated, and is received by one story-receiver at a time. The study concludes with implications for research and practice and directions for future research.","Digital marketing,Meta-analysis,Narrative transportation,Story domain,Story-receiver,User-generated content","Tomvan Laera,StephanieFeiereisenb,Luca M.Visconticd","Journal of Business Research","https://doi.org/10.1016/j.jbusres.2018.10.053","https://www.sciencedirect.com/science/article/pii/S0148296318305356"
"A425","Disaster recovery solutions for IT systems: A Systematic mapping study","Context: Organizations are spending an unprecedented amount of money towards the cost of keeping Information Technology (IT) systems operational. Hence, these systems need to be designed using effective fault-tolerant techniques like Disaster Recovery (DR) solutions. Even though research has been done in the DR field, it is necessary to assess the current state of research and practice, to provide practitioners with evidence that enables foster its further development. Objective: This paper has the following goals: to investigate state-of-the-art solutions for DR, as well as to systematically analyze the current published research and identify different strategies available in the literature. Method: A systematic mapping study was conducted, in which 49 studies, dated from 2007 to 2017, were evaluated. Results: Various DR practices are being investigated. The results identified a number of relevant issues, including reasons to adopt DR solutions, strategies used to implement DR solutions, approaches employed to analyze DR solutions, and metrics considered during the analyses of DR solutions. Conclusion: The number of strategies and reasons for adopting DR solutions is overwhelming. Hence, there was a need to provide a consolidated view of the field. Also, the results can help to direct future research efforts in this critical area.","Disaster recovery,Information technology,Systematic mapping","JúlioMendonçaa,ErmesonAndradeb,Patricia TakakoEndoc,RicardoLimaa","Journal of Systems and Software","https://doi.org/10.1016/j.jss.2018.12.023","https://www.sciencedirect.com/science/article/pii/S0164121218302814"
"A426","Software product lines and variability modeling: A tertiary study","Context: A software product line is a means to develop a set of products in which variability is a central phenomenon captured in variability models. The field of SPLs and variability have been topics of extensive research over the few past decades. Objective: This research characterizes systematic reviews (SRs) in the field, studies how SRs analyze and use evidence-based results, and identifies how variability is modeled. Method: We conducted a tertiary study as a form of systematic review. Results: 86 SRs were included. SRs have become a widely adopted methodology covering the field broadly otherwise except for variability realization. Numerous variability models exist that cover different development artifacts, but the evidence is insufficient in quantity and immature, and we argue for better evidence. SRs perform well in searching and selecting studies and presenting data. However, their analysis and use of the quality of and evidence in the primary studies often remains shallow, merely presenting of what kinds of evidence exist. Conclusions: There is a need for actionable, context-sensitive, and evaluated solutions rather than novel ones. Different kinds of SRs (SLRs and Maps) need to be better distinguished, and evidence and quality need to be better used in the resulting syntheses.","Software product line,Variability,Variability modeling,Systematic literature review,Mapping study,Tertiary study","MikkoRaatikainenab,JuhaTiihonenb,TomiMännistöb","Journal of Systems and Software","https://doi.org/10.1016/j.jss.2018.12.027","https://www.sciencedirect.com/science/article/pii/S016412121830284X"
"A427","The role of evidence-based information in regional operational water management in the Netherlands","The integration of evidence-based information in operational water management is essential for robust decision-making. We investigated the current use of experiential and evidence-based information in Dutch regional operational water management. Interviews with operational water managers at regional water authorities in the Netherlands reveal that they use both evidence-based and experiential information for decision-making. While operational water management is shifting towards an evidence-based approach, experiential information is still important for decision-making. To fulfil the current information need, the operational water managers indicate they would like to have access to high-resolution spatial data, value-added products and tools for communication to stakeholders. We argue that hydrological models are suitable tools to support these needs. However, while several evidence-based information types are used by operational water managers, hydrological models are limitedly applied. Hydrological models are regarded as inaccurate for operational water management at desired spatial scales. Also, operational water managers often struggle to correctly interpret hydrological model output. We propose several means to overcome these problems, including educating operational water managers to interpret hydrological model output and selecting suitable indicators for evidence-based decision-making.","Evidence-based information,Decision-making,Operational water management,Hydrological modelling","MichielPezijab,Denie C.M.Augustijna,Dimmie M.D.Hendriksb,Suzanne J.M.H.Hulschera","Environmental Science & Policy","https://doi.org/10.1016/j.envsci.2018.12.025","https://www.sciencedirect.com/science/article/pii/S1462901118305653"
"A428","The midbrain periaqueductal gray as an integrative and interoceptive neural structure for breathing","The periaqueductal gray (PAG) plays a critical role in autonomic function and behavioural responses to threatening stimuli. Recent evidence has revealed the PAG’s potential involvement in the perception of breathlessness, a highly threatening respiratory symptom. In this review, we outline the current evidence in animals and humans on the role of the PAG in respiratory control and in the perception of breathlessness. While recent work has unveiled dissociable brain activity within the lateral PAG during perception of breathlessness and ventrolateral PAG during conditioned anticipation in healthy humans, this is yet to be translated into diseases dominated by breathlessness symptomology, such as chronic obstructive pulmonary disease. Understanding how the sub-structures of the PAG differentially interact with interoceptive brain networks involved in the perception of breathlessness will help towards understanding discordant symptomology, and may reveal treatment targets for those debilitated by chronic and pervasive breathlessness.","Periaqueductal gray,Respiration,Breathlessness,Interoception","Olivia K.Faullab,Hari H.Subramanianc,MartynEzrab,Kyle T.S.Pattinsonb","Neuroscience & Biobehavioral Reviews","https://doi.org/10.1016/j.neubiorev.2018.12.020","https://www.sciencedirect.com/science/article/pii/S0149763418306067"
"A429","Combined interventions for physical activity, sleep, and diet using smartphone apps: A scoping literature review","BackgroundThe use of smartphone apps to track and manage physical activity (PA), diet, and sleep is growing rapidly. Many apps aim to change individual behavior on these three key health dimensions (PA, sleep, diet) by using various interventions. Earlier reviews have examined interventions using smartphone apps for one or two of these dimensions. However, there is lack of reviews focusing on interventions for all three of these dimensions in combination with each other. This is important since the dimensions are often inter-related, and all are required for a healthy lifestyle.,ObjectiveThe objective of this study is to conduct a review to: (1) map out the research done using smartphone app interventions targeting all three or any two of the three dimensions (PA, sleep, and diet), (2) examine if the studies consider the inter-relationships among the dimensions, and (3) identify the personalization methods implemented by the studies.,MethodsA literature search was conducted in electronic databases and libraries related to medical and informatics literature – PubMed, ScienceDirect, PsycINFO (ProQuest, Ovid) – using relevant selected keywords. Article selection and inclusion were done by removing duplicates, analyzing titles and abstracts, and then reviewing the full text of the articles.,ResultsIn the final analysis, 14 articles were selected – 2 articles focusing on PA and sleep, 8 on PA and diet, and 4 that examine or (at least) collect data of all three dimensions (PA, sleep, and diet). No research was found that focused on sleep and diet together. Of the 14 articles, only 4 build user profiles. Further, 3 of these 4 studies deliver personalized feedback based on the user’s profile, with only 1 study providing automated, personalized recommendations for behavior change. Additionally, 6 of the included studies report all positive outcomes, while for 3 studies the primary outcomes are awaited. The remaining 5 studies do not report significant changes in all outcomes. In all, only 1 study examines the relationship between two (PA and diet) dimensions. No study was found to assess the relationships among the 3 dimensions.","BCTbehavior change technique,BMIbody mass index (kg/m2),CGcontrol group,CVHcardiovascular health,DPPdiabetes prevention program,EMAecological momentary assessment,FACT-Gfunctional assessment of cancer therapy – general,IGintervention group,mDPPmobile phone-based Diabetes Prevention Program,MVPAmoderate to vigorous physical activity,NRnot reported,PAphysical activity,PRISMApreferred reporting of systematic reviews and meta-analyses,RCTrandomized control trial,SCTsocial cognitive theory,WELweight efficacy lifestyle questionnaire,Keywords,Scoping review,Smartphone intervention,Physical activity,Sleep,Diet,Personalization","AtreyiKankanhallia,MeghnaSaxenaa,BimleshWadhwab","International Journal of Medical Informatics","https://doi.org/10.1016/j.ijmedinf.2018.12.005","https://www.sciencedirect.com/science/article/pii/S1386505618307238"
"A430","Introducing environmental auditing as a tool of environmental governance in Ukraine","This paper intends to describe and analyse the introduction, development and practice of environmental auditing in Ukraine and how it is affected by the EU-Ukraine integration process. Environmental auditing in Ukraine has combined features of both command-and-control and marked-based policy tools, which reflects a complex combination of influences from its Soviet past and international practices adopted as part of its transition to a market economy. Consequently, there are two types of environmental auditing: mandatory and voluntary, which, although based on different normative documents and having different objectives, largely rely on the same practitioners - environmental auditors. Environmental auditing in countries undergoing political and economic transition, like Ukraine, has not been studied before. A theoretical framework was developed for this purpose, consisting of 1) 'shift of policy paradigms' theory, 2) 'collective action' theory and 3) 'community of practice' theory. Several qualitative methods were used for data collection: literature review, semi-structure open-ended interviews, and participant/non-participant observations. The gathered data are summarised in a three-stage development of environmental auditing in Ukraine as preliminary (1991–2004), foundation (2004–2010) and stagnation (2010–2015) stages. Future EU-Ukraine integration will affect environmental auditing in Ukraine as the supremacy of European Law is accepted, mandatory and voluntary environmental auditing practices will follow different paths.","Environmental auditing,Environmental governance,Ukraine,EU-Ukraine integration process,Transition economy,Abbreviations,IEMAAuditors Institute of Environmental Management & Assessment,TÜV(Technischer Überwachungsverein),IRCAThe International Register of Certificated Auditors","AnnaRubana,LarsRydénb","Journal of Cleaner Production","https://doi.org/10.1016/j.jclepro.2018.11.059","https://www.sciencedirect.com/science/article/pii/S0959652618334607"
"A431","Acoustic analysis on the dynamic motion of vapor-liquid interface for the identification of boiling regime and critical heat flux","In this study, the feasibility of identifying boiling regimes through acoustic emission (AE) measurement is tested, and the relationship between AE features and boiling dynamics is investigated. Conventional pool quenching experiments are performed using a spherical test section to investigate the entire boiling regime from film boiling to nucleate boiling. The AE measurements and accompanying optical visualization enable analyses of the AE features of each boiling regime, which are characterized by statistical and spectral parameters. The recorded boiling dynamics provide the history of vapor–liquid interface motion to verify the characteristics of AE features. The present work analyzes different acoustic features generated from different boiling regimes including nucleate boiling, transition boiling, boiling crisis, and film boiling. Each boiling regime is characterized by its measured AE signal with respect to various parameters. At the same time, optical visualization of the boiling process accompanies the AE measurements. A comparison of the wave information in vapor–liquid interface motion with AE features proves the feasibility of AE measurement for clear identification of boiling regimes and offers an insight into understanding boiling dynamics with respect to vapor behaviors.","Acoustic emission,Identification system,Boiling dynamics,Vapor-liquid interface motion","Seok BinSeo,In CheolBang","International Journal of Heat and Mass Transfer","https://doi.org/10.1016/j.ijheatmasstransfer.2018.11.136","https://www.sciencedirect.com/science/article/pii/S0017931018346994"
"A432","Multi-aspect local inference for functional data: Analysis of ultrasound tongue profiles","Motivated by the analysis of a dataset of ultrasound tongue profiles, we present multi-aspect interval-wise testing (IWT), i.e., a local nonparametric inferential technique for functional data embedded in Sobolev spaces. Multi-aspect IWT is a nonparametric procedure that tests differences between groups of functional data, jointly taking into account the curves and their derivatives. Multi-aspect IWT provides adjusted multi-aspect p-value functions that can be used to select intervals of the domain that are imputable for the rejection of a null hypothesis. As a result, it can impute the rejection of a functional null hypothesis to specific intervals of the domain and to specific orders of differentiation. We show that the multi-aspect p-value functions are provided with a control of the family-wise error rate and that they are consistent. We apply multi-aspect IWT to the analysis of a dataset of tongue profiles recorded for a study on Tyrolean, a German dialect spoken in South Tyrol. We test differences between five different ways of articulating the uvular /r/: vocalized /r/, approximant, fricative, tap, and trill. Multi-aspect IWT-based comparisons result in an informative and detailed representation of the regions of the tongue where a significant difference occurs.","62G09,62G10,62H15,62H99,62P10,Keywords,Articulatory phonetics,Derivatives,Functional data analysis,Inference,Interval-wise error rate","AlessiaPiniab,LorenzoSpreaficoc,SimoneVantinid,AlessandroViettie","Journal of Multivariate Analysis","https://doi.org/10.1016/j.jmva.2018.11.006","https://www.sciencedirect.com/science/article/pii/S0047259X1730711X"
