"Title","Abstract","Keywords","Authors","Journal","DOI","URL"
"A516","Text mining for traditional Chinese medical knowledge discovery: A survey","Extracting meaningful information and knowledge from free text is the subject of considerable research interest in the machine learning and data mining fields. Text data mining (or text mining) has become one of the most active research sub-fields in data mining. Significant developments in the area of biomedical text mining during the past years have demonstrated its great promise for supporting scientists in developing novel hypotheses and new knowledge from the biomedical literature. Traditional Chinese medicine (TCM) provides a distinct methodology with which to view human life. It is one of the most complete and distinguished traditional medicines with a history of several thousand years of studying and practicing the diagnosis and treatment of human disease. It has been shown that the TCM knowledge obtained from clinical practice has become a significant complementary source of information for modern biomedical sciences. TCM literature obtained from the historical period and from modern clinical studies has recently been transformed into digital data in the form of relational databases or text documents, which provide an effective platform for information sharing and retrieval. This motivates and facilitates research and development into knowledge discovery approaches and to modernize TCM. In order to contribute to this still growing field, this paper presents (1) a comparative introduction to TCM and modern biomedicine, (2) a survey of the related information sources of TCM, (3) a review and discussion of the state of the art and the development of text mining techniques with applications to TCM, (4) a discussion of the research issues around TCM text mining and its future directions.","Text mining,Traditional Chinese medicine,Review","XuezhongZhoua,YonghongPengb,BaoyanLiuc","Journal of Biomedical Informatics","https://doi.org/10.1016/j.jbi.2010.01.002","https://www.sciencedirect.com/science/article/pii/S1532046410000031"
"A517","A generalized model of relational similarity","This paper introduces two principles for relational similarity, and based on these principles it proposes a novel geometric representation for similarity. The first principle generalizes earlier measures of similarity such as Pearson-correlation and structural equivalence: while correlation and structural equivalence measure similarity by the extent to which the actors have similar relationships to other actors or objects, the proposed model views two actors similar if they have similar relationships to similar actors or objects. The second principle emphasizes consistency among similarities: not only are actors similar if they have similar relationships to similar objects, but at the same time objects are similar if similar actors relate to them similarly. We examine the behavior of the proposed similarity model through simulations, and re-analyze two classic datasets: the Davis et al. (1941) data on club membership and the roll-call data of the U.S. Senate. We find that the generalized model of similarity is especially useful if (1) the dimensions of comparison are not independent, or (2) the data are sparse, or (3) the boundaries between clusters are not clear.","Relational similarity,Geometrical representations,Correlation,Blockmodeling","BalázsKovács","Social Networks","https://doi.org/10.1016/j.socnet.2010.02.001","https://www.sciencedirect.com/science/article/pii/S0378873310000031"
"A518","Multi-way association extraction and visualization from biological text documents using hyper-graphs: Applications to genetic association studies for diseases","ObjectivesBiological research literature, as in many other domains of human endeavor, represents a rich, ever growing source of knowledge. An important form of such biological knowledge constitutes associations among biological entities such as genes, proteins, diseases, drugs and chemicals, etc. There has been a considerable amount of recent research in extraction of various kinds of binary associations (e.g., gene–gene, gene–protein, protein–protein, etc.) using different text mining approaches. However, an important aspect of such associations (e.g., “gene A activates protein B”) is identifying the context in which such associations occur (e.g., “gene A activates protein B in the context of disease C in organ D under the influence of chemical E”). Such contexts can be represented appropriately by a multi-way relationship involving more than two objects (e.g., objects A, B, C, D, E) rather than usual binary relationship (objects A and B).,MethodsSuch multi-way relations naturally lead to a hyper-graph representation of the knowledge rather than a binary graph. The hyper-graph based multi-way knowledge extraction from biological text literature represents a computationally difficult problem (due to its combinatorial nature) which has not received much attention from the Bioinformatics research community. In this paper, we describe and compare two different approaches to such multi-way hyper-graph extraction: one based on an exhaustive enumeration of all multi-way hyper-edges and the other based on an extension of the well-known A Priori algorithm for structured data to the case unstructured textual data. We also present a representative graph based approach towards visualizing these genetic association hyper-graphs.,ResultsTwo case studies are conducted for two biomedical problems (related to the diseases of lung cancer and colorectal cancer respectively), illustrating that the latter approach (using the text-based A Priori method) identifies the same hyper-edges as the former approach (the exhaustive method), but at a much less computational cost. The extracted hyper-relations are presented in the paper as cognition-rich representative graphs, representing the corresponding hyper-graphs.,ConclusionsThe text-based A Priori algorithm is a practical, useful method to extract hyper-graphs representing multi-way associations among biological objects. These hyper-graphs and their visualization using representative graphs can provide important contextual information for understanding gene–gene associations relevant to specific diseases.","Hyper-graphs,Representative graphs,A Priori algorithm,Vector space model,Genetic associations,Lung cancer,Colorectal cancer","SnehasisMukhopadhyay,MathewPalakal,KalyanMaddu","Artificial Intelligence in Medicine","https://doi.org/10.1016/j.artmed.2010.03.002","https://www.sciencedirect.com/science/article/pii/S0933365710000291"
"A519","Visualizing search results and document collections using topic maps","This paper explores visualizations of document collections, which we call topic maps. Our topic maps are based on a topic model of the document collection, where the topic model is used to determine the semantic content of each document. Using two collections of search results, we show how topic maps reveal the semantic structure of a collection and visually communicate the diversity of content in the collection. We describe techniques for assessing the validity and accuracy of topic maps, and discuss the challenge of producing useful two-dimensional maps of documents.","Topic modelling,Visualizing document collections,Clustering,Dimensionality reduction","DavidNewmana1,TimothyBaldwinab,LawrenceCavedona,EricHuanga,SarvnazKarimia,DavidMartineza,FalkScholera,JustinZobelab","Web Semantics: Science, Services and Agents on the World Wide Web","https://doi.org/10.1016/j.websem.2010.03.005","https://www.sciencedirect.com/science/article/pii/S1570826810000211"
"A520","Natural world physical, brain operational, and mind phenomenal space–time","Concepts of space and time are widely developed in physics. However, there is a considerable lack of biologically plausible theoretical frameworks that can demonstrate how space and time dimensions are implemented in the activity of the most complex life-system — the brain with a mind. Brain activity is organized both temporally and spatially, thus representing space–time in the brain. Critical analysis of recent research on the space–time organization of the brain's activity pointed to the existence of so-called operational space–time in the brain. This space–time is limited to the execution of brain operations of differing complexity. During each such brain operation a particular short-term spatio-temporal pattern of integrated activity of different brain areas emerges within related operational space–time. At the same time, to have a fully functional human brain one needs to have a subjective mental experience. Current research on the subjective mental experience offers detailed analysis of space–time organization of the mind. According to this research, subjective mental experience (subjective virtual world) has definitive spatial and temporal properties similar to many physical phenomena. Based on systematic review of the propositions and tenets of brain and mind space–time descriptions, our aim in this review essay is to explore the relations between the two. To be precise, we would like to discuss the hypothesis that via the brain operational space–time the mind subjective space–time is connected to otherwise distant physical space–time reality.","Spatial,Temporal,Consciousness,Cognition,Operation,Architectonics,EEG,Field,Metastability,Physics,Coordinative dynamics,Self-organization,Cortex","Andrew A.Fingelkurts,Alexander A.Fingelkurts,Carlos F.H.Neves","Physics of Life Reviews","https://doi.org/10.1016/j.plrev.2010.04.001","https://www.sciencedirect.com/science/article/pii/S1571064510000370"
"A521","Data clustering: 50 years beyond K-means","Organizing data into sensible groupings is one of the most fundamental modes of understanding and learning. As an example, a common scheme of scientific classification puts organisms into a system of ranked taxa: domain, kingdom, phylum, class, etc. Cluster analysis is the formal study of methods and algorithms for grouping, or clustering, objects according to measured or perceived intrinsic characteristics or similarity. Cluster analysis does not use category labels that tag objects with prior identifiers, i.e., class labels. The absence of category information distinguishes data clustering (unsupervised learning) from classification or discriminant analysis (supervised learning). The aim of clustering is to find structure in data and is therefore exploratory in nature. Clustering has a long and rich history in a variety of scientific fields. One of the most popular and simple clustering algorithms, K-means, was first published in 1955. In spite of the fact that K-means was proposed over 50 years ago and thousands of clustering algorithms have been published since then, K-means is still widely used. This speaks to the difficulty in designing a general purpose clustering algorithm and the ill-posed problem of clustering. We provide a brief overview of clustering, summarize well known clustering methods, discuss the major challenges and key issues in designing clustering algorithms, and point out some of the emerging and useful research directions, including semi-supervised clustering, ensemble clustering, simultaneous feature selection during data clustering, and large scale data clustering.","Data clustering,User’s dilemma,Historical developments,Perspectives on clustering,King-Sun Fu prize","Anil K.Jain","Pattern Recognition Letters","https://doi.org/10.1016/j.patrec.2009.09.011","https://www.sciencedirect.com/science/article/pii/S0167865509002323"
"A522","Personalised news and scientific literature aggregation","Content-based filtering can be deployed for personalised information dissemination on the web, but this is a possibility that has been largely ignored. Nowadays, there are no successful content-based filtering applications available online. Nootropia is an immune-inspired user profiling model for content-based filtering. It has the advantageous property to be able to represent a user’s multiple interests and adapt to a variety of changes in them. In this paper we describe our early efforts to develop real world personalisation services based on Nootropia. We present, the architecture, implementation, usage and evaluation of the personalised news and paper aggregator, which aggregates news and papers that are relevant to an individual’s interests. Our user study shows that Nootropia can effectively learn a user’s interests and identify relevant information. It also indicates that information filtering is a complicated task with many factors affecting its successful application in a real situation.","User profiling,Adaptive information filtering,Personalisation","NikolaosNanasa,ManolisVavalisab,EliasHoustisab","Information Processing & Management","https://doi.org/10.1016/j.ipm.2009.07.005","https://www.sciencedirect.com/science/article/pii/S0306457309000855"
"A523","Thursday Abstracts","","","","Biological Psychiatry","https://doi.org/10.1016/j.biopsych.2010.03.007","https://www.sciencedirect.com/science/article/pii/S0006322310002350"
"A524","Anticipating converging industries using publicly available data","Industry convergence, described as the blurring of boundaries between industries, plays an increasingly pivotal role in shaping markets and industries. Traditionally, this phenomenon has been discussed in respect to telecommunications, information technologies and electronics, but more recently also the chemical and its related industries find themselves affected by a larger convergence process. With the primary example of phytosterols in the two converging industries of Cosmeceuticals and of Nutraceuticals and Functional Foods, we analyze 7455 scientific and patent references in respect to first indicators for signs of convergence. Furthermore, we present and discuss a multiple indicator concept for monitoring convergence in an R&D-intensive field on the basis of publicly available data.","Converging industries,Patent analysis,Nutraceuticals and Functional Foods,Cosmeceuticals,Phytosterols,Chemical industry,Bibliometrics","Clive-StevenCurrana,StefanieBröringb,JensLekera","Technological Forecasting and Social Change","https://doi.org/10.1016/j.techfore.2009.10.002","https://www.sciencedirect.com/science/article/pii/S0040162509001425"
"A525","Quantitative mapping of patented technology — The case of electrical conducting polymer nanocomposite","This study aims to obtain global technology evolution by constructing and analyzing patent citation network and patent citation map for the field of electrical conducting polymer nanocomposite. A total of 1421 patents are retrieved from USPTO patent database and patent citation network is established by combing both patent citation and social network analysis. Network properties, e.g. Degree Centrality, Betweenness Centrality, and Closeness Centrality, are calculated for representing several technology evolution mechanisms that first proposed in this study. Also, a distance-based patent citation map is constructed by calculating relative distances and positions of patents in the patent citation network. Quantitative ways of exploring technology evolution are investigated in this study to unveil important or emerging techniques as well as to demonstrate dynamics and visualization of technology evolutions.","Network analysis,Technology evolution,Mapping,Patent citation,Quantitative analysis","Pei-ChunLeeab1,Hsin-NingSub,Feng-ShangWua2","Technological Forecasting and Social Change","https://doi.org/10.1016/j.techfore.2009.08.006","https://www.sciencedirect.com/science/article/pii/S0040162509001309"
"A526","Debugging complex software systems by means of pathfinder networks","This paper introduces a new methodology based on the use of Pathfinder networks (PFNETs) for the debugging of multi-agent systems (MASs). This methodology is specifically designed to develop a forensic analysis (i.e. a debugging process performed on previously recorded data of the MAS run) of MASs showing complex tissues of relationships between agents (i.e. a high complexity in their social level). Like previous works in the field of forensic analysis of MASs, our approach is performed by considering displays of the system activity which aim to be understandable by human beings. These displays allow us to understand the social behavior of the system, discover emergent behaviors, and debug possible undesirable behaviors. However, it is well known that the visualization of information in a humanly comprehensible way becomes a complex task when large amounts of information have to be represented, as is the case of the social behavior of large-scale MASs. Our methodology tackles this problem through the use of PFNETs, which are considered to reduce the data complexity in order to obtain simple representations that show only the most important global interactions in the system. In addition, the proposed methodology is customizable thanks to the use of two thresholds allowing the user to define the desired specificity level in the display. The proposal is illustrated with a detailed case study considering a complex customer–seller MAS.","Multi-agent systems,Debugging,Forensic analysis,Pathfinder networks,Complex systems","EmilioSerranoa,ArnaudQuirinb,JuanBotiaa,OscarCordónb","Information Sciences","https://doi.org/10.1016/j.ins.2009.11.007","https://www.sciencedirect.com/science/article/pii/S0020025509004691"
"A527","Literature listing","","","","World Patent Information","https://doi.org/10.1016/j.wpi.2009.10.001","https://www.sciencedirect.com/science/article/pii/S0172219009001306"
"A528","Chapter 6: Metadata: Elements of organization","Metadata, often described as data about data, is critical to all forms of organized digital content. Metadata is generally taken to be structured information about a particular information resource. The objects of description have also evolved, to include varied media, and, in museums, a panoply of diverse physical objects. There are several approaches to classifying metadata, depending on its source, purpose, audience, and format. Many file formats contain embedded metadata that needs to be extracted from the file before it can used to organize items in a digital library. The central issue is whether the file format is clearly documented and available for inspection. Anyone working with digital libraries needs to know about the different standard methods for representing document metadata. The use of standardized records allows for great efficiencies in metadata creation and also facilitates the construction of so-called union catalogs that combine metadata from several libraries. The Creator might be a photographer, an illustrator, or an author. The Subject is typically expressed as a keyword or phrase that describes the topic or the content of the resource. The Description might be an abstract of a textual document, or a textual account of a non-textual resource, such as a picture or an animation.","","Ian H.Witten,DavidBainbridge,David M.Nichols","How to Build a Digital Library,How to Build a Digital Library (Second Edition)","https://doi.org/10.1016/B978-0-12-374857-7.00006-2","https://www.sciencedirect.com/science/article/pii/B9780123748577000062"
"A529","Abstracts","","","","Fuel and Energy Abstracts","https://doi.org/10.1016/j.fueleneab.2009.12.004","https://www.sciencedirect.com/science/article/pii/S0140670109000459"
"A530","Chapter 1: Applications in Data-Intensive Computing","The total quantity of digital information in the world is growing at an alarming rate. Scientists and engineers are contributing heavily to this data “tsunami” by gathering data using computing and instrumentation at incredible rates. As data volumes and complexity grow, it is increasingly arduous to extract valuable information from the data and derive knowledge from that data. Addressing these demands of ever-growing data volumes and complexity requires game-changing advances in software, hardware, and algorithms. Solution technologies also must scale to handle the increased data collection and processing rates and simultaneously accelerate timely and effective analysis results. This need for ever faster data processing and manipulation as well as algorithms that scale to high-volume data sets have given birth to a new paradigm or discipline known as “data-intensive computing.” In this chapter, we define data-intensive computing, identify the challenges of massive data, outline solutions for hardware, software, and analytics, and discuss a number of applications in the areas of biology, cyber security, and atmospheric research.","Data-intensive computing,Compute-intensive problems,Software architectures,Scientific applications","Anuj R.Shah,Joshua N.Adkins,Douglas J.Baxter,William R.Cannon,Daniel G.Chavarria-Miranda,SutanayChoudhury,IanGorton,Deborah K.Gracio,Todd D.Halter,Navdeep D.Jaitly,John R.Johnson,Richard T.Kouzes,Matthew C.Macduff,AndresMarquez,Matthew E.Monroe,Christopher S.Oehmen,William A.Pike,ChadScherrer,…,NinoZuljevic","Advances in Computers","https://doi.org/10.1016/S0065-2458(10)79001-X","https://www.sciencedirect.com/science/article/pii/S006524581079001X"
"A531","12.21: Computational Toxicology","","computational,data mining,developmental,informatics,knowledgebase,ontology,structure–activity relationship,text mining,toxicology,ACToRAggregated Computational Toxicology Resource,BDSMBirth Defects Systems Manager,BioPAXBiological Pathway Exchange,CDER(US FDA) Center for Drug Evaluation and Research,CDKChemistry Development Kit,CEBSChemical Effects of Biological Systems,CMLChemical Markup Language,CRADACooperative Research and Development Agreement,DARTDevelopmental and Reproductive Toxicology Database,DERData Evaluation Record,EBIEuropean Bioinformatics Institute,EMAPEdinburgh Mouse Atlas Project,EPAUS Environmental Protection Agency,EUEuropean Union,FDAUS Food and Drug Administration,FOBfunctional observation battery,GEOGene Expression Omnibus,HTShigh-throughput screening,ICSAS(US FDA CDER) Informatics and Computational Safety Analysis Staff,ILSIInternational Life Science Institute Research Foundation,KEGGKyoto Encyclopedia of Genes and Genomes,kwkeyword,LOELLowest No Observed Effect Level,MedDRAMedical Dictionary for Regulatory Activities,NCBINational Center for Biotechnology Information,NCCT(US EPA) National Center for Computational Toxicology,NCTRERDSSTox: US FDA National Center for Toxicological Research Estrogen Receptor Data File,NIHNational Institutes of Health,NLMNational Library of Medicine,NOELNo Observed Effect Level,NRCNational Research Council,NTPNational Toxicology Program,OBOOpen Biomedical Ontologies,OPP(US EPA) Office of Pesticide Programs,OWLWeb Ontology Language,PATOPhenotypic Attribute Trait Ontology,PBPKphysiologically based pharmacokinetic,PMIDPubMed unique Identifier,QSARquantitative structure–activity relationship,REACHRegistration, Evaluation, and Authorization of Chemicals,ROSreactive oxygen species,R-scorerelevance score,RSIRisk Science Institute,RTECSRegistry of Toxicological Effects of Chemical Substances,SARstructure–activity relationship,SBMLSystems Biology Markup Language,SIFSimple Interaction Format,TERISTeratogen Information System,TOXCSTDSSTox: Research Chemical Inventory for EPA’s ToxCast Program,ToxRefDBToxicity Reference Database,TSCA(US EPA) Toxic Substances Control Act,UniProtUniversal Protein Resource,URLUniform Resource Locator,v-EmbryoVirtual Embryo,XGMMLeXtensible Graph Markup and Modeling Language","A.V.Singh,R.J.Kavlock,A.M.Richard,C.Yang","Comprehensive Toxicology,Comprehensive Toxicology (Second Edition)","https://doi.org/10.1016/B978-0-08-046884-6.01529-3","https://www.sciencedirect.com/science/article/pii/B9780080468846015293"
"A532","Chapter 9: Visions: Future, past, and present","This chapter examines the history of 25 centuries of physical libraries. Digital libraries have certain obvious practical advantages over physical ones and seem to offer the promise of far greater universality. Library traditions have long been influenced by the belief that libraries should serve democracy. As part of their mission to serve as resource centers for citizens, public libraries maintain collections of records, policy statements, government documents, and so on. Digital libraries have the potential to be far more flexible than conventional ones. Another example of working within the digital library is Metadata Offer New Knowledge (MONK). MONK provides an environment within which humanities scholars can analyze texts and visualize the results. Software components for text-mining and Web-based data presentation are integrated into the digital library and configured to run on the fly, as needed. Libraries link the past and the future, and preservation has always been a key function. Whatever forms the cultural record is in, libraries ensure that it is preserved and made available for later use.","","Ian H.Witten,DavidBainbridge,David M.Nichols","How to Build a Digital Library,How to Build a Digital Library (Second Edition)","https://doi.org/10.1016/B978-0-12-374857-7.00010-4","https://www.sciencedirect.com/science/article/pii/B9780123748577000104"
"A533","Chapter 2: Active Sites and their Chemical Properties","This chapter reviews the basic features of enzymes and their active sites, including the forces governing protein structure and substrate, cofactor, and inhibitor binding. An account of the functional groups supplied by enzymes, those provided by coenzymes and those generated through posttranslational rearrangement of active-site residues, are also included. The reaction mechanisms of organic chemistry as well as phosphate ester and anhydride chemistry, in addition to the roles of metal ions therein, are then considered in the context of enzyme catalysis. Metal ions and oxidation–reduction reactions are also discussed, as so many enzymes employ these. An enzyme active site may be operationally defined as the region that binds the substrate(s), mediates catalysis, and releases the product(s). Active sites need not be limited to a single polypeptide chain and are frequently found at subunit–subunit interfaces. Enzyme catalysis obeys the same chemical principles that govern solution-phase organic and inorganic reactions, except that enzymes are generally far more efficient. Enzyme mechanisms involve displacement or substitution reactions, addition/elimination reactions, radical reactions, and/or redox reactions, the latter requiring redox coenzymes or redox-active metals. Enzyme catalysis also obeys the very same chemical principles that govern solution-phase organic and inorganic reactions, except that enzymes are generally far more efficient. Therefore, to comprehend enzyme catalysis, one must understand the principles of organic and inorganic chemistry as well as the approaches used to discriminate among rival reaction mechanisms.","","Daniel L.Purich","Enzyme Kinetics: Catalysis & Control,Enzyme Kinetics: Catalysis & Control","https://doi.org/10.1016/B978-0-12-380924-7.10002-X","https://www.sciencedirect.com/science/article/pii/B978012380924710002X"
"A534","Intelligent scientific authoring tools: Interactive data mining for constructive uses of citation networks","Many powerful methods and tools exist for extracting meaning from scientific publications, their texts, and their citation links. However, existing proposals often neglect a fundamental aspect of learning: that understanding and learning require an active and constructive exploration of a domain. In this paper, we describe a new method and a tool that use data mining and interactivity to turn the typical search and retrieve dialogue, in which the user asks questions and a system gives answers, into a dialogue that also involves sense-making, in which the user has to become active by constructing a bibliography and a domain model of the search term(s). This model starts from an automatically generated and annotated clustering solution that is iteratively modified by users. The tool is part of an integrated authoring system covering all phases from search through reading and sense-making to writing. Two evaluation studies demonstrate the usability of this interactive and constructive approach, and they show that clusters and groups represent identifiable sub-topics.","[H.2.8] Database management – database applications – data mining,[H.3.7] Information storage and retrieval – digital libraries – user issues,[H.3.3] Information storage and retrieval – information search and retrieval – search process, information filtering,[H.3.5] Information storage and retrieval – online information services – Web-based services,[K.3.2] Computers and education – computer and information science education – literacy,Citation analysis","B.Berendta,B.Krauseb,S.Kolbe-Nusserc","Information Processing & Management","https://doi.org/10.1016/j.ipm.2009.08.002","https://www.sciencedirect.com/science/article/pii/S0306457309000880"
"A535","Research intelligence involving information retrieval – An example of conferences and journals","This paper reports a work that was intended to reveal the connection between topics investigated by conference papers and journal papers. This work selected hundreds of papers in data mining and information retrieval from well-known databases and showed that the topics covered by conference papers in a year often leads to similar topics covered by journal papers in the subsequent year and vice versa. This study used some existing algorithms and combination of these algorithms to proposed a new detective procedure for the researchers to detect the new trend and get the academic intelligence from conferences and journals.The goal of this research is fourfold: First, the research investigates if the conference papers’ themes lead the journal papers’. Second, the research examines how the new research themes can be identified from the conference papers. Third, the research looks at a specific area such as information retrieval and data mining as an illustration. Fourth, the research studies any inconsistencies of the correlation between the conference papers and the journal papers.This study explores the connections between the academic publications. The methodologies of information retrieval and data mining can be exploited to discover the relationships between published papers among all topics. By discovering the connections between conference papers and journal papers, researchers can improve the effectiveness of their research by identifying academic intelligence.This study discusses how conference papers and journal papers are related. The topics of conference papers are identified to determine whether they represent new trend discussed in journal papers. An automatic examination procedure based on information retrieval and data mining is also proposed to minimize the time and human resources required to predict further research developments. This study develops a new procedure and collects a dataset to verify those problems. Analytical results demonstrate that the conference papers submitted to journals papers are similar each year. Conference papers certainly affect the journal papers published over three years. About 87.23% of data points from papers published in 1991–2007 support our assumption. The research is intended to help researchers identify new trend in their research fields, and focus on the urgent topics. This is particularly valuable for new researchers in their field, or those who wish to perform cross-domain studies.","Citation analysis,Scientific web intelligence,Topic discovery and tracking,Data mining,Information retrieval,Academic intelligence","Yi-NingTua,Jia-LangSengb1","Expert Systems with Applications","https://doi.org/10.1016/j.eswa.2009.03.015","https://www.sciencedirect.com/science/article/pii/S0957417409002668"
"A536","Phenomics: the systematic study of phenotypes on a genome-wide scale","Phenomics is an emerging transdiscipline dedicated to the systematic study of phenotypes on a genome-wide scale. New methods for high-throughput genotyping have changed the priority for biomedical research to phenotyping, but the human phenome is vast and its dimensionality remains unknown. Phenomics research strategies capable of linking genetic variation to public health concerns need to prioritize development of mechanistic frameworks that relate neural systems functioning to human behavior. New approaches to phenotype definition will benefit from crossing neuropsychiatric syndromal boundaries, and defining phenotypic features across multiple levels of expression from proteome to syndrome. The demand for high throughput phenotyping may stimulate a migration from conventional laboratory to web-based assessment of behavior, and this offers the promise of dynamic phenotyping—the iterative refinement of phenotype assays based on prior genotype-phenotype associations. Phenotypes that can be studied across species may provide greatest traction, particularly given rapid development in transgenic modeling. Phenomics research demands vertically integrated research teams, novel analytic strategies and informatics infrastructure to help manage complexity. The Consortium for Neuropsychiatric Phenomics at UCLA has been supported by the National Institutes of Health Roadmap Initiative to illustrate these principles, and is developing applications that may help investigators assemble, visualize, and ultimately test multi-level phenomics hypotheses. As the transdiscipline of phenomics matures, and work is extended to large-scale international collaborations, there is promise that systematic new knowledge bases will help fulfill the promise of personalized medicine and the rational diagnosis and treatment of neuropsychiatric syndromes.","phenotype,genetics,genomics,informatics,cognition,psychiatry,Abbreviations,ADHDattention deficit/hyperactivity disorder,CNPConsortium for Neuropsychiatric Phenomics,Gpr6G protein-coupled receptor 6 gene,GWASgenome wide association studies,LA2Kstudy of 2000 community volunteers in Los Angeles,SNPsingle nucleotide polymorphism","R.M.Bilderabe,F.W.Sabbae,T.D.Cannonabe,E.D.Londonace,J.D.Jentschbe,D. StottParkerd,R.A.Poldrackbe,C.Evansae,N.B.Freimerae","Neuroscience","https://doi.org/10.1016/j.neuroscience.2009.01.027","https://www.sciencedirect.com/science/article/pii/S0306452209000487"
"A537","Citation network analysis of organic LEDs","The field of organic light-emitting diodes (OLEDs) is an emergent research domain because of both scientific interest in chemistry and condensed matter physics and industrial importance as flat panel displays. In this paper, we analyzed a citation network of OLED papers and used a topological clustering method to investigate the structure of research and to detect emerging research domains. We found that most papers belong to two main clusters: organics and polymers. These two clusters have distinctive differences in subcluster structures and journals where papers are published. Supposing this discrepancy to indicate research progress, organics are in the applied research stage, while polymers are in the basic research stage.","Citation network,Bibliometrics,Research front,Research evaluation,Organic light-emitting diodes","YuyaKajikawa,YoshiyukiTakeda","Technological Forecasting and Social Change","https://doi.org/10.1016/j.techfore.2009.04.004","https://www.sciencedirect.com/science/article/pii/S0040162509000560"
"A538","Abstracts","","","","Journal of Thoracic Oncology","https://doi.org/10.1097/JTO.0b013e3181b9c77e","https://www.sciencedirect.com/science/article/pii/S155608641533608X"
"A539","Mining meaning from Wikipedia","Wikipedia is a goldmine of information; not just for its many readers, but also for the growing community of researchers who recognize it as a resource of exceptional scale and utility. It represents a vast investment of manual effort and judgment: a huge, constantly evolving tapestry of concepts and relations that is being applied to a host of tasks.This article provides a comprehensive description of this work. It focuses on research that extracts and makes use of the concepts, relations, facts and descriptions found in Wikipedia, and organizes the work into four broad categories: applying Wikipedia to natural language processing; using it to facilitate information retrieval and information extraction; and as a resource for ontology building. The article addresses how Wikipedia is being used as is, how it is being improved and adapted, and how it is being combined with other structures to create entirely new resources. We identify the research groups and individuals involved, and how their work has developed in the last few years. We provide a comprehensive list of the open-source software they have produced.","Wikipedia,Text mining,Wikipedia mining,NLP,Information retrieval,Information extraction,Ontologies,Semantic web","OlenaMedelyan,DavidMilne,CatherineLegg,Ian H.Witten","International Journal of Human-Computer Studies","https://doi.org/10.1016/j.ijhcs.2009.05.004","https://www.sciencedirect.com/science/article/pii/S1071581909000561"
"A540","Untangling the web of e-Research: Towards a sociology of online knowledge","e-Research is a rapidly growing research area, both in terms of publications and in terms of funding. In this article we argue that it is necessary to reconceptualize the ways in which we seek to measure and understand e-Research by developing a sociology of knowledge based on our understanding of how science has been transformed historically and shifted into online forms. Next, we report data which allows the examination of e-Research through a variety of traces in order to begin to understand how knowledge in the realm of e-Research has been and is being constructed. These data indicate that e-Research has had a variable impact in different fields of research. We argue that only an overall account of the scale and scope of e-Research within and between different fields makes it possible to identify the organizational coherence and diffuseness of e-Research in terms of its socio-technical networks, and thus to identify the contributions of e-Research to various research fronts in the online production of knowledge.","e-Research,e-Science,Cyberinfrastructure,Sociology of knowledge,Sociology of science","Eric T.Meyer,RalphSchroeder","Journal of Informetrics","https://doi.org/10.1016/j.joi.2009.03.006","https://www.sciencedirect.com/science/article/pii/S1751157709000273"
"A541","Discrete and continuous conceptualizations of science: Implications for knowledge domain visualization","Visual depiction of the structure and evolution of science has been proposed as a key strategy for dealing with the large, complex, and increasingly interdisciplinary records of scientific communication. While every such visualization assumes the existence of spatial structures within the system of science, new methods and tools are rarely linked to thorough reflection on the underlying spatial concepts. Meanwhile, geographic information science has adopted a view of geographic space as conceptualized through the duality of discrete objects and continuous fields. This paper argues that conceptualization of science has been dominated by a view of its constituent elements (e.g., authors, articles, journals, disciplines) as discrete objects. It is proposed that, like in geographic information science, alternative concepts could be used for the same phenomenon. For example, one could view an author as either a discrete object at a specific location or as a continuous field occupying all of a discipline. It is further proposed that this duality of spatial concepts can extend to the methods by which low-dimensional geometric models of high-dimensional scientific spaces are created and used. This can result in new methods revealing different kinds of insights. This is demonstrated by a juxtaposition of two visualizations of an author's intellectual evolution on the basis of either a discrete or continuous conceptualization.","Visualization,Conceptualization,Spatial concepts,Geographic information science,Knowledge domain visualization,Geography","AndréSkupin","Journal of Informetrics","https://doi.org/10.1016/j.joi.2009.03.002","https://www.sciencedirect.com/science/article/pii/S1751157709000261"
